Target Pattern Name,Target Pattern Description,Prefix,Per period charge,Connection charge,Period time
Estonia,Special Services,37258992,"0,326","0,326",60
Estonia,Special Services,37259121,"0,326","0,326",60
Estonia,Special Services,37259441982,"0,326","0,326",60
Estonia,Special Services,37259441983,"0,326","0,326",60
Estonia,Special Services,37259441984,"0,326","0,326",60
Estonia,Special Services,37259441985,"0,326","0,326",60
Estonia,Special Services,37259441986,"0,326","0,326",60
Estonia,Special Services,37259441987,"0,326","0,326",60
Estonia,Special Services,37259441988,"0,326","0,326",60
Estonia,Special Services,37259441989,"0,326","0,326",60
Estonia,Special Services,3725944199,"0,326","0,326",60
Estonia,Special Services,3725999568,"0,326","0,326",60
Estonia,Special Services,372599957,"0,326","0,326",60
Estonia,Special Services,3725999580,"0,326","0,326",60
Estonia,Special Services,3725999581,"0,326","0,326",60
Estonia,Special Services,3725999582,"0,326","0,326",60
Estonia,Special Services,3725999583,"0,326","0,326",60
Estonia,Special Services,3725999584,"0,326","0,326",60
Estonia,Special Services,3725999585,"0,326","0,326",60
Estonia,Special Services,3725999586,"0,326","0,326",60
Estonia,Special Services,3725999587,"0,326","0,326",60
Estonia,Special Services,3725999588,"0,326","0,326",60
Estonia,Special Services,37281133,"0,326","0,326",60
Estonia,Special Services,37281800,"0,326","0,326",60
Estonia,Special Services,37282010,"0,326","0,326",60
Estonia,Special Services,37282200,"0,326","0,326",60
Estonia,Special Services,37282500,"0,326","0,326",60
Estonia,Special Services,37282501,"0,326","0,326",60
Estonia,Special Services,37282542,"0,326","0,326",60
Estonia,Special Services,37282782,"0,326","0,326",60
Estonia,Special Services,37258801,"0,479","0,479",60
Estonia,Special Services,37258810,"0,479","0,479",60
Estonia,Special Services,37259122,"0,479","0,479",60
Estonia,Special Services,37259188,"0,479","0,479",60
Estonia,Special Services,3728101,"0,479","0,479",60
Estonia,Special Services,3728102,"0,479","0,479",60
Estonia,Special Services,37282009,"0,479","0,479",60
Estonia,Special Services,37282101,"0,479","0,479",60
Estonia,Special Services,37282301,"0,479","0,479",60
Estonia,Special Services,37282489,"0,479","0,479",60
Estonia,Special Services,37282541,"0,479","0,479",60
Estonia,Special Services,37282801,"0,479","0,479",60
Ethiopia,Landline,251,"0,284","0,284",60
Ethiopia,Addis Adeba,25111,"0,255","0,255",60
Ethiopia,Mobile,2519,"0,252","0,252",60
Falkland Islands,Mobile,5005,1184,1184,60
Falkland Islands,Mobile,5006,1184,1184,60
Falkland Islands,Landline,500,1190,1190,60
Faroe Islands,Mobile,2985,"0,139","0,139",60
Faroe Islands,Mobile,2988,"0,139","0,139",60
Faroe Islands,Landline,298,"0,13","0,13",60
Faroe Islands,Mobile,2982,"0,139","0,139",60
Faroe Islands,Mobile,2987,"0,139","0,139",60
Fiji,Mobile,6797,"0,198","0,198",60
Fiji,Mobile,6799,"0,198","0,198",60
Fiji,Landline,679,"0,198","0,198",60
Fiji,Mobile,6798,"0,198","0,198",60
Finland,Special Services,35839,1200,1200,60
Finland,Special Services,35860,1200,1200,60
Finland,Special Services,358700,"0,622","0,622",60
Finland,Special Services,358701,1200,1200,60
Finland,Special Services,358704,1200,1200,60
Finland,Special Services,358705,1200,1200,60
Finland,Special Services,358706,1200,1200,60
Finland,Special Services,358707,1200,1200,60
Finland,Special Services,358708,1200,1200,60
Finland,Special Services,358709,1200,1200,60
Finland,Special Services,35873,"0,622","0,622",60
Finland,Special Services,35875,"0,622","0,622",60
Finland,Special Services,35876,"0,622","0,622",60
Finland,Special Services,3589315980,"0,622","0,622",60
Finland,Special Services,358800,"0,622","0,622",60
Finland,Landline,358,"0,059","0,059",60
Finland,Mobile,3584,"0,04","0,04",60
Finland,Mobile,35810,"0,074","0,074",60
Finland,Mobile,35829,"0,074","0,074",60
Finland,Personal Numbering,35871,"0,086","0,086",60
Finland,Special Services,35820,"0,622","0,622",60
Finland,Special Services,358290,"0,622","0,622",60
Finland,Special Services,358291,"0,622","0,622",60
Finland,Special Services,358292,"0,622","0,622",60
Finland,Special Services,358293,"0,622","0,622",60
Finland,Special Services,358296,"0,622","0,622",60
Finland,Special Services,358297,"0,622","0,622",60
Finland,Special Services,358298,"0,622","0,622",60
Finland,Special Services,35830,"0,622","0,622",60
France,Globalstar Mobile,3364002,"0,465","0,465",60
France,Landline,33,"0,012","0,012",60
France,Mobile,336,"0,082","0,082",60
France,Mobile,337,"0,082","0,082",60
France,Globalstar Mobile,3363800,"0,465","0,465",60
France,Globalstar Mobile,3363806,"0,465","0,465",60
France,Globalstar Mobile,3364000,"0,465","0,465",60
France,Globalstar Mobile,3364001,"0,465","0,465",60
France,Globalstar Mobile,3364003,"0,465","0,465",60
France,Globalstar Mobile,3364004,"0,465","0,465",60
France,Special Services,338,"0,743","0,743",60
French Guiana,Landline,594,"0,024","0,024",60
French Guiana,Mobile,594694,"0,106","0,106",60
French Polynesia,Landline,689,"0,264","0,264",60
Gabon,Libertis Mobile,24106,"0,462","0,462",60
Gabon,Gabon Mobile,2412,"0,479","0,479",60
Gabon,Gabon Mobile,2416,"0,479","0,479",60
Gabon,Airtel Mobile,24104,"0,413","0,413",60
Gabon,Airtel Mobile,24107,"0,413","0,413",60
Gabon,Airtel Mobile,2414,"0,459","0,459",60
Gabon,Airtel Mobile,2417,"0,459","0,459",60
Gabon,Azur Mobile,24103,"0,498","0,498",60
Gabon,Azur Mobile,2413,"0,496","0,496",60
Gabon,Moov Mobile,2415,"0,51","0,51",60
Gabon,Moov Mobile,24105,"0,512","0,512",60
Gabon,Landline,241,"0,484","0,484",60
Gabon,Libertis Mobile,24102,"0,462","0,462",60
Gambia,Mobile,22020,"0,696","0,696",60
Gambia,Landline,220,"0,811","0,811",60
Gambia,Mobile,22021,"0,696","0,696",60
Gambia,Mobile,22022,"0,696","0,696",60
Gambia,Mobile,22023,"0,696","0,696",60
Gambia,Mobile,22024,"0,696","0,696",60
Gambia,Mobile,22025,"0,696","0,696",60
Gambia,Mobile,22026,"0,696","0,696",60
Gambia,Mobile,2203,"0,696","0,696",60
Gambia,Mobile,2206,"0,696","0,696",60
Gambia,Mobile,2207,"0,696","0,696",60
Gambia,Mobile,2209,"0,696","0,696",60
Georgia,Special Services,995903001,1200,1200,60
Georgia,Landline,995,"0,185","0,185",60
Georgia,Mobile,9955,"0,285","0,285",60
Georgia,Geocell Mobile,995514,"0,273","0,273",60
Georgia,Geocell Mobile,995555,"0,273","0,273",60
Georgia,Geocell Mobile,995557,"0,273","0,273",60
Georgia,Geocell Mobile,995558,"0,273","0,273",60
Georgia,Geocell Mobile,995577,"0,273","0,273",60
Georgia,Geocell Mobile,995593,"0,273","0,273",60
Georgia,Magticon Mobile,995551,"0,273","0,273",60
Georgia,Magticon Mobile,995591,"0,273","0,273",60
Georgia,Tbilisi,99532,"0,182","0,182",60
Georgia,Magticon Mobile,995595,"0,273","0,273",60
Georgia,Magticon Mobile,995596,"0,273","0,273",60
Georgia,Magticon Mobile,995598,"0,273","0,273",60
Georgia,Magticon Mobile,995599,"0,273","0,273",60
Georgia,Special Services,99572,"0,709","0,709",60
Georgia,Special Services,99576,"0,709","0,709",60
Georgia,Special Services,995900001,1200,1200,60
Georgia,Silknet Mobile,995570,"0,273","0,273",60
Georgia,Special Services,995902001,1200,1200,60
Germany,Special Services,49193,1200,1200,60
Germany,Landline,49,"0,012","0,012",60
Germany,National,4932,"0,022","0,022",60
Germany,Mobile,49150,"0,061","0,061",60
Germany,Mobile,491521,"0,061","0,061",60
Germany,Mobile,4915310,"0,061","0,061",60
Germany,Mobile,49156,"0,061","0,061",60
Germany,Mobile,491570,"0,061","0,061",60
Germany,Mobile,491575,"0,061","0,061",60
Germany,Mobile,49164,"0,061","0,061",60
Germany,Mobile,49166,"0,061","0,061",60
Germany,Mobile,49168,"0,061","0,061",60
Germany,Mobile,49169,"0,061","0,061",60
Germany,Mobile,491774,"0,061","0,061",60
Germany,E-Plus Mobile,491571,"0,077","0,077",60
Germany,E-Plus Mobile,491572,"0,077","0,077",60
Germany,E-Plus Mobile,491573,"0,077","0,077",60
Germany,E-Plus Mobile,491574,"0,077","0,077",60
Germany,E-Plus Mobile,491576,"0,077","0,077",60
Germany,E-Plus Mobile,491577,"0,077","0,077",60
Germany,E-Plus Mobile,491578,"0,077","0,077",60
Germany,E-Plus Mobile,491579,"0,077","0,077",60
Germany,E-Plus Mobile,49163,"0,077","0,077",60
Germany,E-Plus Mobile,49177,"0,077","0,077",60
Germany,E-Plus Mobile,49178,"0,077","0,077",60
Germany,T-Mobile,49151,"0,04","0,04",60
Germany,T-Mobile,49160,"0,04","0,04",60
Germany,T-Mobile,49170,"0,04","0,04",60
Germany,T-Mobile,49171,"0,04","0,04",60
Germany,T-Mobile,49175,"0,04","0,04",60
Germany,Telefonica Mobile,49159,"0,038","0,038",60
Germany,Telefonica Mobile,49176,"0,038","0,038",60
Germany,Telefonica Mobile,49179,"0,038","0,038",60
Germany,Tismi Mobile,4915555,"0,038","0,038",60
Germany,Vodafone Mobile,491520,"0,04","0,04",60
Germany,Vodafone Mobile,491522,"0,04","0,04",60
Germany,Vodafone Mobile,491523,"0,04","0,04",60
Germany,Vodafone Mobile,491525,"0,04","0,04",60
Germany,Vodafone Mobile,491526,"0,04","0,04",60
Germany,Vodafone Mobile,491529,"0,04","0,04",60
Germany,Vodafone Mobile,49162,"0,04","0,04",60
Germany,Vodafone Mobile,49172,"0,04","0,04",60
Germany,Vodafone Mobile,49173,"0,04","0,04",60
Germany,Vodafone Mobile,49174,"0,04","0,04",60
Germany,Personal Numbering,49700,"0,056","0,056",60
Germany,Special Services,49115,"0,213","0,213",60
Germany,Special Services,49116,"0,614","0,614",60
Germany,Special Services,49118,"0,736","0,736",60
Germany,Special Services,4912,1200,1200,60
Germany,Special Services,4913,1200,1200,60
Germany,Special Services,49180,1200,1200,60
Germany,Special Services,49191,1200,1200,60
Germany,Special Services,49192,1200,1200,60
Germany,Special Services,49194,1200,1200,60
Ghana,Vodafone Mobile,23350,"0,29","0,29",60
Ghana,Landline,233,"0,287","0,287",60
Ghana,Mobile,23328,"0,297","0,297",60
Ghana,Mobile,23329,"0,297","0,297",60
Ghana,Airtel Mobile,23326,"0,308","0,308",60
Ghana,Airtel Mobile,233560,"0,308","0,308",60
Ghana,Airtel Mobile,233561,"0,308","0,308",60
Ghana,Glo Mobile,23323,"0,281","0,281",60
Ghana,MTN Mobile,23324,"0,343","0,343",60
Ghana,MTN Mobile,23354,"0,343","0,343",60
Ghana,MTN Mobile,233553,"0,343","0,343",60
Ghana,MTN Mobile,233554,"0,343","0,343",60
Ghana,MTN Mobile,233555,"0,343","0,343",60
Ghana,MTN Mobile,233556,"0,343","0,343",60
Ghana,Tigo Mobile,23327,"0,323","0,323",60
Ghana,Tigo Mobile,23357,"0,323","0,323",60
Ghana,Vodafone Mobile,23320,"0,29","0,29",60
Gibraltar,Mobile,3505,"0,173","0,173",60
Gibraltar,Landline,350,"0,112","0,112",60
Gibraltar,Mobile,3506,"0,173","0,173",60
Greece,Cosmote Mobile,30697,"0,09","0,09",60
Greece,Landline,30,"0,032","0,032",60
Greece,Athens,3021,"0,034","0,034",60
Greece,Wind Mobile,30690,"0,083","0,083",60
Greece,Wind Mobile,30693,"0,09","0,09",60
Greece,Wind Mobile,30699,"0,09","0,09",60
Greece,Vodafone Mobile,30694,"0,088","0,088",60
Greece,Vodafone Mobile,30695,"0,088","0,088",60
Greece,Cosmote Mobile,30698,"0,09","0,09",60
Greece,Mobile,3069,"0,09","0,09",60
Greenland,Mobile,2995,"0,426","0,426",60
Greenland,Landline,299,"0,393","0,393",60
Greenland,Mobile,2992,"0,426","0,426",60
Greenland,Mobile,2994,"0,426","0,426",60
Grenada,Mobile,14735,"0,287","0,287",60
Grenada,Landline,1473,"0,215","0,215",60
Grenada,Mobile,14734,"0,287","0,287",60
Grenada,Special Services,147350,"0,726","0,726",60
Guadeloupe,Mobile,590690,"0,052","0,052",60
Guadeloupe,Landline,590,"0,024","0,024",60
Guam,Landline,1671,"0,034","0,034",60
Guatemala,Mobile,5025,"0,182","0,182",60
Guatemala,Landline,502,"0,158","0,158",60
Guatemala,Mobile,5024,"0,182","0,182",60
Guatemala,Tigo Mobile,5023,"0,176","0,176",60
Guatemala,Movistar Mobile,50234,"0,174","0,174",60
Guinea,Special Services,224551043,1200,1200,60
Guinea,Landline,224,"0,497","0,497",60
Guinea,Cellcom Mobile,22465,"0,402","0,402",60
Guinea,Cellcom Mobile,22467,"0,402","0,402",60
Guinea,Intercel Mobile,22463,"0,487","0,487",60
Guinea,Mobile,22479,"0,531","0,531",60
Guinea,Orange Mobile,22472,"0,512","0,512",60
Guinea,Orange Mobile,22462,"0,512","0,512",60
Guinea,MTN Mobile,22466,"0,435","0,435",60
Guinea,Special Services,224637275,"0,552","0,552",60
Guinea,Special Services,224637276,"0,552","0,552",60
Guinea,Special Services,22478,"0,503","0,503",60
Guinea,Special Services,224552009,1200,1200,60
Guinea,Special Services,224552014,1200,1200,60
Guinea,Special Services,22430441,1200,1200,60
Guinea,Special Services,224309196,1200,1200,60
Guinea,Special Services,224309648,1200,1200,60
Guinea,Special Services,22470,1200,1200,60
Guinea Bissau,Mobile,2457,"0,563","0,563",60
Guinea Bissau,Mobile,2456,"0,563","0,563",60
Guinea Bissau,Mobile,24590,"0,563","0,563",60
Guinea Bissau,Mobile,24591,"0,563","0,563",60
Guinea Bissau,Mobile,24592,"0,563","0,563",60
Guinea Bissau,Mobile,24593,"0,559","0,559",60
Guinea Bissau,Special Services,24549,1200,1200,60
Guinea Bissau,Landline,245,"0,531","0,531",60
Guinea Bissau,Mobile,2455,"0,563","0,563",60
Guyana,Mobile,59263,"0,245","0,245",60
Guyana,Mobile,59264,"0,245","0,245",60
Guyana,Mobile,59265,"0,245","0,245",60
Guyana,Digicel Mobile,592600,"0,164","0,164",60
Guyana,Digicel Mobile,592601,"0,164","0,164",60
Guyana,Digicel Mobile,592602,"0,164","0,164",60
Guyana,Digicel Mobile,59268,"0,164","0,164",60
Guyana,Digicel Mobile,592603,"0,164","0,164",60
Guyana,Digicel Mobile,592604,"0,164","0,164",60
Guyana,Digicel Mobile,592659,"0,164","0,164",60
Guyana,Digicel Mobile,59266,"0,164","0,164",60
Guyana,Digicel Mobile,59269,"0,164","0,164",60
Guyana,Digicel Mobile,59267,"0,164","0,164",60
Guyana,Landline,592,"0,304","0,304",60
Guyana,Mobile,592605,"0,245","0,245",60
Guyana,Mobile,592606,"0,245","0,245",60
Guyana,Mobile,592607,"0,245","0,245",60
Guyana,Mobile,592608,"0,245","0,245",60
Guyana,Mobile,592609,"0,245","0,245",60
Guyana,Mobile,59261,"0,245","0,245",60
Guyana,Mobile,59262,"0,245","0,245",60
Haiti,Digicel Mobile,50939,"0,322","0,322",60
Haiti,Landline,509,"0,33","0,33",60
Haiti,Mobile,5093,"0,312","0,312",60
Haiti,Mobile,5094,"0,322","0,322",60
Haiti,Landline,5092,"0,36","0,36",60
Haiti,Haitel Mobile,50935,"0,364","0,364",60
Haiti,Haitel Mobile,5095,"0,364","0,364",60
Haiti,Digicel Mobile,509281,"0,322","0,322",60
Haiti,Digicel Mobile,50929,"0,322","0,322",60
Haiti,Digicel Mobile,50931,"0,322","0,322",60
Haiti,Digicel Mobile,50934,"0,322","0,322",60
Haiti,Digicel Mobile,50936,"0,322","0,322",60
Haiti,Digicel Mobile,50937,"0,322","0,322",60
Haiti,Digicel Mobile,50938,"0,322","0,322",60
Haiti,Digicel Mobile,50944,"0,322","0,322",60
Haiti,Digicel Mobile,50946,"0,322","0,322",60
Haiti,Digicel Mobile,50947,"0,322","0,322",60
Haiti,Digicel Mobile,50948,"0,322","0,322",60
Haiti,Digicel Mobile,50949,"0,322","0,322",60
Honduras,Tigo Mobile,50499,"0,221","0,221",60
Honduras,Landline,504,"0,159","0,159",60
Honduras,Mobile,5043,"0,177","0,177",60
Honduras,Mobile,5047,"0,17","0,17",60
Honduras,Mobile,5049,"0,2","0,2",60
Honduras,Claro Mobile,504314,"0,182","0,182",60
Honduras,Claro Mobile,504315,"0,182","0,182",60
Honduras,Claro Mobile,504316,"0,182","0,182",60
Honduras,Claro Mobile,504317,"0,182","0,182",60
Honduras,Claro Mobile,504318,"0,182","0,182",60
Honduras,Claro Mobile,504319,"0,182","0,182",60
Honduras,Claro Mobile,50432,"0,182","0,182",60
Honduras,Claro Mobile,50433,"0,182","0,182",60
Honduras,Claro Mobile,50487,"0,177","0,177",60
Honduras,Claro Mobile,50488,"0,177","0,177",60
Honduras,Claro Mobile,50489,"0,177","0,177",60
Honduras,Tigo Mobile,50494,"0,221","0,221",60
Honduras,Tigo Mobile,50495,"0,221","0,221",60
Honduras,Tigo Mobile,50496,"0,221","0,221",60
Honduras,Tigo Mobile,50497,"0,221","0,221",60
Honduras,Tigo Mobile,50498,"0,221","0,221",60
Hong Kong,Mobile,8526,"0,036","0,036",60
Hong Kong,Landline,852,"0,024","0,024",60
Hong Kong,Mobile,8521,"0,036","0,036",60
Hong Kong,Mobile,8524,"0,036","0,036",60
Hong Kong,Mobile,8525,"0,036","0,036",60
Hong Kong,Mobile,8529,"0,036","0,036",60
Hungary,Budapest,361,"0,01","0,01",60
Hungary,Hungary,36,"0,01","0,01",60
Hungary,Mobile,3631,"0,09","0,09",60
Hungary,T-Mobile,3630,"0,05","0,05",60
Hungary,Telenor Mobile,3620,"0,072","0,072",60
Hungary,Vodafone Mobile,3670,"0,079","0,079",60
Iceland,Iceland Mobile Zero Nine,354655,"0,03","0,03",60
Iceland,Landline,354,"0,03","0,03",60
Iceland,Mobile,35438,"0,036","0,036",60
Iceland,Mobile,3547,"0,036","0,036",60
Iceland,Siminn Mobile,354385,"0,036","0,036",60
Iceland,Siminn Mobile,3548,"0,036","0,036",60
Iceland,Vodafone Mobile,3546,"0,036","0,036",60
Iceland,Vodafone Mobile,354820,"0,036","0,036",60
Iceland,Vodafone Mobile,354821,"0,036","0,036",60
Iceland,Vodafone Mobile,354822,"0,036","0,036",60
Iceland,Vodafone Mobile,354823,"0,036","0,036",60
Iceland,Vodafone Mobile,354824,"0,036","0,036",60
Iceland,Vodafone Mobile,354825,"0,036","0,036",60
Iceland,Iceland Mobile Zero Nine,3543803,"0,03","0,03",60
India,Ernakulam,91484,"0,03","0,03",60
India,Landline,91,"0,03","0,03",60
India,Mobile,917,"0,03","0,03",60
India,Mobile,918,"0,03","0,03",60
India,Mobile,919,"0,03","0,03",60
India,Bangalore,9180,"0,03","0,03",60
India,Calcutta,9133,"0,03","0,03",60
India,Jullundur,91181,"0,03","0,03",60
India,Madras,9144,"0,03","0,03",60
India,Kerala,914,"0,03","0,03",60
India,Gujarat,912,"0,03","0,03",60
Indonesia,Landline,62,"0,077","0,077",60
Indonesia,Bandung,6222,"0,05","0,05",60
Indonesia,Batam,62778,"0,05","0,05",60
Indonesia,Bogor,62251,"0,05","0,05",60
Indonesia,Denspar,62361,"0,05","0,05",60
Indonesia,Jakarta,6221,"0,038","0,038",60
Indonesia,Malang,62341,"0,05","0,05",60
Indonesia,Medan,6261,"0,05","0,05",60
Indonesia,Mobile,628,"0,07","0,07",60
Indonesia,Special Services,62868,"0,091","0,091",60
Indonesia,Surabaya,6231,"0,041","0,041",60
Iran,Tehran,9821,"0,13","0,13",60
Iran,Landline,98,"0,152","0,152",60
Iran,Mobile,9891,"0,179","0,179",60
Iran,Mobile,98920,"0,179","0,179",60
Iran,Mobile,98921,"0,179","0,179",60
Iran,Mobile,98922,"0,179","0,179",60
Iran,Mobile,9893,"0,179","0,179",60
Iran,MTN Mobile,98901,"0,18","0,18",60
Iran,MTN Mobile,98902,"0,18","0,18",60
Iran,MTN Mobile,98930,"0,18","0,18",60
Iran,MTN Mobile,98933,"0,18","0,18",60
Iran,MTN Mobile,98935,"0,18","0,18",60
Iran,MTN Mobile,98936,"0,18","0,18",60
Iran,MTN Mobile,98937,"0,18","0,18",60
Iran,MTN Mobile,98938,"0,18","0,18",60
Iran,MTN Mobile,98939,"0,18","0,18",60
Iraq,Bahdad,9641,"0,168","0,168",60
Iraq,Landline,964,"0,219","0,219",60
Iraq,Mobile,9647,"0,203","0,203",60
Iraq,Asiacell Mobile,96477,"0,258","0,258",60
Iraq,Korek Telecom Mobile,96475,"0,249","0,249",60
Iraq,Sana Mobile,96473,"0,222","0,222",60
Iraq,Zain Mobile,96478,"0,249","0,249",60
Iraq,Zain Mobile,96479,"0,249","0,249",60
Iraq,Special Services,964821,1200,1200,60
Iraq,Special Services,964822,1200,1200,60
Ireland,Landline,353,"0,01","0,01",60
Ireland,Special Services,353818,"0,653","0,653",60
Ireland,Mobile,35389,"0,059","0,059",60
Ireland,Meteor Mobile,35385,"0,067","0,067",60
Ireland,O2 Mobile,35386,"0,059","0,059",60
Ireland,Tesco Mobile,353892,"0,059","0,059",60
Ireland,Tesco Mobile,353894,"0,059","0,059",60
Ireland,Tesco Mobile,353895,"0,059","0,059",60
Ireland,Three Mobile,35383,"0,059","0,059",60
Ireland,Vodafone Mobile,35382,"0,059","0,059",60
Ireland,Vodafone Mobile,35387,"0,059","0,059",60
Ireland,Special Services,353700,"0,666","0,666",60
Ireland,Special Services,35376,"0,646","0,646",60
Israel,Palestine,97222,"0,197","0,197",60
Israel,Palestine,97292,"0,197","0,197",60
Israel,Palestine,97282,"0,197","0,197",60
Israel,Landline,972,"0,018","0,018",60
Israel,Special Services,972151,"0,038","0,038",60
Israel,Special Services,972153,"0,038","0,038",60
Israel,Mobile,9725,"0,038","0,038",60
Israel,Palestine Mobile,97256,"0,228","0,228",60
Israel,Palestine Mobile,97259,"0,228","0,228",60
Israel,Palestine,97242,"0,197","0,197",60
Italy,Three Mobile,39392,"0,291","0,291",60
Italy,Landline,39,"0,008","0,008",60
Italy,Elsacom Mobile,39310,"0,125","0,125",60
Italy,RFI Mobile,39313,"0,231","0,231",60
Italy,Lycamobile Mobile,39351,"0,218","0,218",60
Italy,Lycamobile Mobile,39382,"0,218","0,218",60
Italy,Noverca Mobile,39350,"0,216","0,216",60
Italy,Noverca Mobile,39381,"0,216","0,216",60
Italy,Mobile,393,"0,125","0,125",60
Italy,Three Mobile,39373,"0,291","0,291",60
Italy,Three Mobile,39390,"0,291","0,291",60
Italy,Three Mobile,39391,"0,291","0,291",60
Italy,Three Mobile,39393,"0,291","0,291",60
Italy,Three Mobile,39397,"0,291","0,291",60
Italy,Tim Mobile,39330,"0,11","0,11",60
Italy,Tim Mobile,39331,"0,11","0,11",60
Italy,Tim Mobile,39333,"0,11","0,11",60
Italy,Tim Mobile,39334,"0,11","0,11",60
Italy,Tim Mobile,39335,"0,11","0,11",60
Italy,Tim Mobile,39336,"0,11","0,11",60
Italy,Tim Mobile,39337,"0,11","0,11",60
Italy,Tim Mobile,39338,"0,11","0,11",60
